"";"response";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected"
"1965";35;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS1"
"1966";-27;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS5"
"1967";-26;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS3"
"1968";55;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS2"
"1969";31;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS1"
"1970";-34;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS2"
"1971";11;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS1"
"1972";52;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS1"
"1973";-44;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS10"
"1974";43;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS1"
"1975";-37;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS3"
"1976";-33;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"2";"2/men"
"1977";56;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"1";"1/ma"
"1978";42;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS2"
"1979";45;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS3"
"1980";30;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS6"
"1981";35;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS2"
"1982";34;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS10"
"1983";28;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS1"
"1984";-38;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS2"
"1985";29;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS3"
"1986";35;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS7"
"1987";33;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS10"
"1988";42;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS8"
"1989";48;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS8"
"1990";42;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS2"
"1991";40;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS2"
"1992";45;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS3"
"1993";48;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS4"
"1994";41;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"4";"4/lin"
"1995";-26;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS3"
"1996";41;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"3";"3/wang"
"2128";41;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"2";"2/men_all"
"2129";17;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"1";"1/ma_all"
"2130";27;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"3";"3/wang_all"
"2131";-12;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"4";"4/lin_all"
"2224";91;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"2";"2/men"
"2225";92;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS1"
"2226";90;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS4"
"2227";88;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS8"
"2228";-53;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS6"
"2229";65;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"3";"3/wang"
"2230";-82;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS9"
"2231";-37;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS8"
"2232";-58;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS3"
"2233";78;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS2"
"2234";-98;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS2"
"2235";3;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"1";"1/ma"
"2236";49;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS2"
"2237";59;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS7"
"2238";-52;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS2"
"2239";70;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS5"
"2240";2;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS2"
"2241";16;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS1"
"2242";79;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS8"
"2243";-19;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS1"
"2244";21;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS3"
"2245";55;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS9"
"2246";-46;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS6"
"2247";-6;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS2"
"2248";-52;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS10"
"2249";-50;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"4";"4/lin"
"2250";-95;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS1"
"2251";78;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS3"
"2252";-75;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS5"
"2253";-23;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS3"
"2254";-51;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS7"
"2255";83;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS1"
"2387";77;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"3";"3/wang_all"
"2388";26;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"4";"4/lin_all"
"2389";64;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"2";"2/men_all"
"2390";-51;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"1";"1/ma_all"
"2872";88;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"2873";-88;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"3";"3/wang"
"2874";51;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"2875";-75;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS2"
"2876";-18;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"2877";-32;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"2878";-26;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"2879";-31;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS3"
"2880";14;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"2881";-19;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS8"
"2882";-22;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS7"
"2883";82;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS1"
"2884";39;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS3"
"2885";26;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"2";"2/men"
"2886";52;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6"
"2887";-51;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS3"
"2888";-47;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS2"
"2889";-59;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS6"
"2890";-54;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS4"
"2891";-50;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS8"
"2892";9;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS3"
"2893";80;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS4"
"2894";11;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS1"
"2895";96;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS2"
"2896";-53;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS9"
"2897";-94;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9"
"2898";14;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"2899";-45;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS1"
"2900";30;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"2901";-33;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS3"
"2902";-31;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS4"
"2903";17;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS8"
"2905";-88;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"3";"3/wang_all"
"2906";89;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"2";"2/men_all"
"2907";60;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"2908";-80;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"3454";-46;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3"
"3455";68;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS1"
"3456";-81;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS3"
"3457";77;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2"
"3458";72;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS6"
"3459";-18;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS10"
"3460";-43;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"3";"3/wang"
"3461";-66;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS2"
"3462";83;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS7"
"3463";54;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"3464";83;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"3465";-48;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS1"
"3466";51;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS6"
"3467";12;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS8"
"3468";25;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"3469";-56;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS7"
"3470";38;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"3471";65;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9"
"3472";35;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS1"
"3473";40;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS10"
"3474";-30;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8"
"3475";20;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS7"
"3476";-35;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS3"
"3477";90;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS9"
"3478";-48;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS9"
"3479";-43;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6"
"3480";-49;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS5"
"3481";-53;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1"
"3482";66;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS5"
"3483";60;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS2"
"3484";-53;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"2";"2/men"
"3485";76;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS2"
"3486";66;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS5"
"3487";70;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS10"
"3488";52;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS4"
"3489";63;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS1"
"3490";39;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"3491";-71;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS10"
"3492";57;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS3"
"3493";-1;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"3494";47;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"3495";49;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS4"
"3496";68;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS3"
"3497";-72;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS2"
"3498";1;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS5"
"3499";73;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS9"
"3500";-59;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS6"
"3501";-17;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"3503";-77;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"2";"2/men_all"
"3504";-29;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"3505";85;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"3";"3/wang_all"
"3506";73;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"3988";57;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS3"
"3989";-17;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"3990";-13;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"3991";32;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS6"
"3992";24;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS1"
"3993";-25;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS7"
"3994";32;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS3"
"3995";12;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS8"
"3996";-32;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"3997";-71;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS10"
"3998";-28;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"3999";48;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"2";"2/GS2"
"4000";18;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"2";"2/men"
"4001";-55;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS3"
"4002";12;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS2"
"4003";15;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS6"
"4004";79;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"3";"3/wang"
"4005";-36;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"4006";-73;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"4007";35;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS8"
"4008";-45;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"4009";-15;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"4010";36;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS1"
"4011";34;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS5"
"4012";-41;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS9"
"4013";-72;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS2"
"4014";51;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"3";"3/CS8"
"4015";15;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"2";"2/CS1"
"4016";-47;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4"
"4017";62;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"3";"3/GS3"
"4018";-48;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS9"
"4019";100;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS5"
"4021";-67;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"4022";-48;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"2";"2/men_all"
"4023";81;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"3";"3/wang_all"
"4024";-22;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"4117";37;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS3"
"4118";-28;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS1"
"4119";-71;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS3"
"4120";-40;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS9"
"4121";-48;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS2"
"4122";45;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS2"
"4123";43;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS9"
"4124";-41;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS6"
"4125";32;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS3"
"4126";-19;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS3"
"4127";-100;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS10"
"4128";-50;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS1"
"4129";-50;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS5"
"4130";37;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS1"
"4131";45;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS2"
"4132";-45;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS2"
"4133";-69;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS3"
"4134";5;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS3"
"4135";-100;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS3"
"4136";71;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"3";"3/wang"
"4137";-45;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"2";"2/men"
"4138";55;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"3";"3/CS7"
"4139";38;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS6"
"4140";100;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS1"
"4141";-100;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2"
"4142";43;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS2"
"4143";58;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS5"
"4144";-30;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"4";"4/lin"
"4145";37;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"3";"3/GS1"
"4146";-100;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"1";"1/ma"
"4147";-41;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS1"
"4148";67;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS1"
"4280";51;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"3";"3/wang_all"
"4281";40;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"4";"4/lin_all"
"4282";44;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"2";"2/men_all"
"4283";-51;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"1";"1/ma_all"
"4376";-43;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"4";"4/GS1"
"4377";17;"1z04sepqyo";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS1"
"4378";-54;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS4"
"4379";-40;"1z04sepqyo";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS4"
"4380";73;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS3"
"4381";76;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS2"
"4382";-58;"1z04sepqyo";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS10"
"4383";81;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS7"
"4384";-54;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS10"
"4385";-57;"1z04sepqyo";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS1"
"4386";57;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS9"
"4387";-73;"1z04sepqyo";"many_one";"0";"direct_first";"1";"neg";"GS";"Feature";"3";"3/wang"
"4388";100;"1z04sepqyo";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS10"
