"";"trial_index";"task";"subject";"condition1";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"3758";247;"memory1";"2lgd2prbaa";"many_fill";"GSnew";"3";"1159.2650001402944";"false";"new";0;"10";"correct";"3_1/GS1"
"3761";250;"memory1";"2lgd2prbaa";"many_fill";"CSpred";"4";"2014.3299999181181";"false";"new";0;"11";"correct";"4_1/CS9_pred"
"3764";253;"memory1";"2lgd2prbaa";"many_fill";"GSold";"3";"33.220000099390745";"false";"new";0;"12";"correct";"3_1/CS1"
"3767";256;"memory1";"2lgd2prbaa";"many_fill";"GSnew";"4";"473.6750000156462";"false";"new";0;"13";"correct";"4_1/GS1"
"3770";259;"memory1";"2lgd2prbaa";"many_fill";"CSpred";"3";"460.6049999129027";"false";"new";0;"14";"correct";"3_1/CS3_pred"
"3773";262;"memory1";"2lgd2prbaa";"many_fill";"distractor";NA;"296.9649999868125";"false";"old";1;"15";"incorrect";"distractor_1/dis1"
"3776";265;"memory1";"2lgd2prbaa";"many_fill";"CSnonpred";"3";"31.165000051259995";"false";"old";1;"16";"incorrect";"3_1/CS3_unpred"
"3779";268;"memory1";"2lgd2prbaa";"many_fill";"GSold";"4";"274.0249999333173";"false";"new";0;"17";"correct";"4_1/CS8"
"3782";271;"memory1";"2lgd2prbaa";"many_fill";"CSpred";"1";"442.2200000844896";"false";"old";1;"18";"incorrect";"1_1/CS4_pred"
"3785";274;"memory1";"2lgd2prbaa";"many_fill";"CS";"1";"307.0300000254065";"false";"new";0;"19";"incorrect";"1_1/CS4"
"3788";277;"memory1";"2lgd2prbaa";"many_fill";"CS";"4";"361.100000096485";"false";"old";1;"20";"correct";"4_1/CS9"
"3791";280;"memory1";"2lgd2prbaa";"many_fill";"CSnonpred";"1";"326.0999999474734";"false";"new";0;"21";"correct";"1_1/CS4_unpred"
"3794";283;"memory1";"2lgd2prbaa";"many_fill";"CSpred";"2";"259.4850000459701";"false";"old";1;"22";"incorrect";"2_1/CS6_pred"
"3797";286;"memory1";"2lgd2prbaa";"many_fill";"distractor";NA;"1348.2299998868257";"false";"new";0;"23";"correct";"distractor_1/dis3"
"4079";217;"memory1";"2oyobcd21b";"many_one";"GSold";"3";"null";"true";"miss";NA;"0";"miss";"3_1/CS6"
"4082";220;"memory1";"2oyobcd21b";"many_one";"CS";"2";"1255";"false";"old";1;"1";"correct";"2_1/CS7"
"4085";223;"memory1";"2oyobcd21b";"many_one";"CS";"1";"1001";"false";"new";0;"2";"incorrect";"1_1/CS7"
"4088";226;"memory1";"2oyobcd21b";"many_one";"CSnonpred";"2";"512";"false";"old";1;"3";"incorrect";"2_1/CS7_unpred"
"4091";229;"memory1";"2oyobcd21b";"many_one";"GSold";"1";"878";"false";"old";1;"4";"incorrect";"1_1/CS3"
"4094";232;"memory1";"2oyobcd21b";"many_one";"CSpred";"2";"752";"false";"old";1;"5";"incorrect";"2_1/CS7_pred"
"4097";235;"memory1";"2oyobcd21b";"many_one";"distractor";NA;"719";"false";"new";0;"6";"correct";"distractor_1/dis1"
"4100";238;"memory1";"2oyobcd21b";"many_one";"CSpred";"4";"766";"false";"old";1;"7";"incorrect";"4_1/CS1_pred"
"4103";241;"memory1";"2oyobcd21b";"many_one";"CSnonpred";"4";"1008";"false";"new";0;"8";"correct";"4_1/CS1_unpred"
"4106";244;"memory1";"2oyobcd21b";"many_one";"GSnew";"3";"949";"false";"new";0;"9";"correct";"3_1/GS1"
"4109";247;"memory1";"2oyobcd21b";"many_one";"distractor";NA;"1033";"false";"new";0;"10";"correct";"distractor_1/dis3"
"4112";250;"memory1";"2oyobcd21b";"many_one";"CSnonpred";"3";"904";"false";"old";1;"11";"incorrect";"3_1/CS4_unpred"
"4115";253;"memory1";"2oyobcd21b";"many_one";"CSpred";"1";"976";"false";"old";1;"12";"incorrect";"1_1/CS7_pred"
"4118";256;"memory1";"2oyobcd21b";"many_one";"GSnew";"2";"1279";"false";"new";0;"13";"correct";"2_1/GS1"
"4121";259;"memory1";"2oyobcd21b";"many_one";"CSnonpred";"1";"768";"false";"old";1;"14";"incorrect";"1_1/CS7_unpred"
"4124";262;"memory1";"2oyobcd21b";"many_one";"GSnew";"4";"994";"false";"old";1;"15";"incorrect";"4_1/GS1"
"4127";265;"memory1";"2oyobcd21b";"many_one";"GSold";"2";"1135";"false";"old";1;"16";"incorrect";"2_1/CS6"
"4130";268;"memory1";"2oyobcd21b";"many_one";"distractor";NA;"1080";"false";"new";0;"17";"correct";"distractor_1/dis2"
"4133";271;"memory1";"2oyobcd21b";"many_one";"CSpred";"3";"1411";"false";"old";1;"18";"incorrect";"3_1/CS4_pred"
"4136";274;"memory1";"2oyobcd21b";"many_one";"CS";"4";"646";"false";"old";1;"19";"correct";"4_1/CS1"
"4139";277;"memory1";"2oyobcd21b";"many_one";"GSnew";"1";"724";"false";"new";0;"20";"correct";"1_1/GS1"
"4142";280;"memory1";"2oyobcd21b";"many_one";"GSold";"4";"1926";"false";"new";0;"21";"correct";"4_1/CS2"
"4145";283;"memory1";"2oyobcd21b";"many_one";"distractor";NA;"1013";"false";"new";0;"22";"correct";"distractor_1/dis4"
"4148";286;"memory1";"2oyobcd21b";"many_one";"CS";"3";"1773";"false";"old";1;"23";"correct";"3_1/CS4"
"4430";217;"memory1";"2rqw3kun2r";"one_one";"CSnonpred";"2";"2305.0450000010896";"false";"old";1;"0";"incorrect";"2_1/CS10_unpred"
"4433";220;"memory1";"2rqw3kun2r";"one_one";"CSpred";"1";"2196.49000000034";"false";"old";1;"1";"incorrect";"1_1/CS5_pred"
"4436";223;"memory1";"2rqw3kun2r";"one_one";"CS";"3";"944.5300000007264";"false";"old";1;"2";"correct";"3_1/CS2"
"4439";226;"memory1";"2rqw3kun2r";"one_one";"CS";"2";"1292.2200000012526";"false";"old";1;"3";"correct";"2_1/CS10"
"4442";229;"memory1";"2rqw3kun2r";"one_one";"CSpred";"3";"1291.9550000005402";"false";"old";1;"4";"incorrect";"3_1/CS2_pred"
"4445";232;"memory1";"2rqw3kun2r";"one_one";"distractor";NA;"1591.9150000009686";"false";"new";0;"5";"correct";"distractor_1/dis4"
"4448";235;"memory1";"2rqw3kun2r";"one_one";"distractor";NA;"1249.7400000010384";"false";"new";0;"6";"correct";"distractor_1/dis1"
"4451";238;"memory1";"2rqw3kun2r";"one_one";"CSnonpred";"1";"1344.0750000008848";"false";"old";1;"7";"incorrect";"1_1/CS5_unpred"
"4454";241;"memory1";"2rqw3kun2r";"one_one";"GSnew";"4";"1173.464999999851";"false";"new";0;"8";"correct";"4_1/GS1"
"4457";244;"memory1";"2rqw3kun2r";"one_one";"CS";"4";"2922.104999999632";"false";"old";1;"9";"correct";"4_1/CS8"
"4460";247;"memory1";"2rqw3kun2r";"one_one";"GSold";"1";"1495.4849999995204";"false";"new";0;"10";"correct";"1_1/CS2"
"4463";250;"memory1";"2rqw3kun2r";"one_one";"GSnew";"3";"1852.6799999999348";"false";"new";0;"11";"correct";"3_1/GS1"
"4466";253;"memory1";"2rqw3kun2r";"one_one";"CSnonpred";"4";"null";"true";"miss";NA;"12";"miss";"4_1/CS8_unpred"
"4469";256;"memory1";"2rqw3kun2r";"one_one";"CS";"1";"1438.5650000004098";"false";"old";1;"13";"correct";"1_1/CS5"
"4472";259;"memory1";"2rqw3kun2r";"one_one";"distractor";NA;"1018.5750000000698";"false";"new";0;"14";"correct";"distractor_1/dis3"
"4475";262;"memory1";"2rqw3kun2r";"one_one";"GSold";"3";"1011.7149999988033";"false";"new";0;"15";"correct";"3_1/CS5"
"4478";265;"memory1";"2rqw3kun2r";"one_one";"GSnew";"1";"921.1950000007637";"false";"new";0;"16";"correct";"1_1/GS1"
"4481";268;"memory1";"2rqw3kun2r";"one_one";"CSpred";"2";"1975.6550000001444";"false";"old";1;"17";"incorrect";"2_1/CS10_pred"
"4484";271;"memory1";"2rqw3kun2r";"one_one";"CSpred";"4";"1358.5299999995623";"false";"old";1;"18";"incorrect";"4_1/CS8_pred"
"4487";274;"memory1";"2rqw3kun2r";"one_one";"GSold";"2";"1060.105000000447";"false";"new";0;"19";"correct";"2_1/CS4"
"4490";277;"memory1";"2rqw3kun2r";"one_one";"distractor";NA;"1037.1749999994645";"false";"new";0;"20";"correct";"distractor_1/dis2"
"4493";280;"memory1";"2rqw3kun2r";"one_one";"GSnew";"2";"1203.9050000003772";"false";"new";0;"21";"correct";"2_1/GS1"
"4496";283;"memory1";"2rqw3kun2r";"one_one";"GSold";"4";"891.079999999376";"false";"new";0;"22";"correct";"4_1/CS10"
"4499";286;"memory1";"2rqw3kun2r";"one_one";"CSnonpred";"3";"1759.3050000014482";"false";"new";0;"23";"correct";"3_1/CS2_unpred"
"4781";217;"memory1";"2topmaxcp6";"many_fill";"GSnew";"3";"1587";"false";"new";0;"0";"correct";"3_1/GS1"
"4784";220;"memory1";"2topmaxcp6";"many_fill";"CSpred";"1";"847";"false";"old";1;"1";"incorrect";"1_1/CS7_pred"
"4787";223;"memory1";"2topmaxcp6";"many_fill";"CS";"1";"1206";"false";"old";1;"2";"correct";"1_1/CS7"
"4790";226;"memory1";"2topmaxcp6";"many_fill";"GSold";"3";"2040";"false";"old";1;"3";"incorrect";"3_1/CS5"
"4793";229;"memory1";"2topmaxcp6";"many_fill";"GSold";"2";"1603";"false";"new";0;"4";"correct";"2_1/CS3"
"4796";232;"memory1";"2topmaxcp6";"many_fill";"GSold";"4";"846";"false";"old";1;"5";"incorrect";"4_1/CS3"
"4799";235;"memory1";"2topmaxcp6";"many_fill";"CSnonpred";"1";"1691";"false";"old";1;"6";"incorrect";"1_1/CS7_unpred"
"4802";238;"memory1";"2topmaxcp6";"many_fill";"CSnonpred";"4";"842";"false";"old";1;"7";"incorrect";"4_1/CS7_unpred"
"4805";241;"memory1";"2topmaxcp6";"many_fill";"GSnew";"2";"1915";"false";"new";0;"8";"correct";"2_1/GS1"
"4808";244;"memory1";"2topmaxcp6";"many_fill";"distractor";NA;"2025";"false";"new";0;"9";"correct";"distractor_1/dis1"
"4811";247;"memory1";"2topmaxcp6";"many_fill";"CSpred";"4";"1071";"false";"old";1;"10";"incorrect";"4_1/CS7_pred"
"4814";250;"memory1";"2topmaxcp6";"many_fill";"CSnonpred";"3";"1352";"false";"old";1;"11";"incorrect";"3_1/CS10_unpred"
"4817";253;"memory1";"2topmaxcp6";"many_fill";"distractor";NA;"1513";"false";"new";0;"12";"correct";"distractor_1/dis3"
"4820";256;"memory1";"2topmaxcp6";"many_fill";"CSpred";"2";"893";"false";"old";1;"13";"incorrect";"2_1/CS1_pred"
"4823";259;"memory1";"2topmaxcp6";"many_fill";"GSold";"1";"2049";"false";"new";0;"14";"correct";"1_1/CS1"
"4826";262;"memory1";"2topmaxcp6";"many_fill";"GSnew";"4";"1554";"false";"old";1;"15";"incorrect";"4_1/GS1"
"4829";265;"memory1";"2topmaxcp6";"many_fill";"CSpred";"3";"977";"false";"old";1;"16";"incorrect";"3_1/CS10_pred"
"4832";268;"memory1";"2topmaxcp6";"many_fill";"CS";"3";"1175";"false";"old";1;"17";"correct";"3_1/CS10"
"4835";271;"memory1";"2topmaxcp6";"many_fill";"CS";"2";"821";"false";"old";1;"18";"correct";"2_1/CS1"
"4838";274;"memory1";"2topmaxcp6";"many_fill";"GSnew";"1";"2039";"false";"new";0;"19";"correct";"1_1/GS1"
"4841";277;"memory1";"2topmaxcp6";"many_fill";"CSnonpred";"2";"1472";"false";"old";1;"20";"incorrect";"2_1/CS1_unpred"
"4844";280;"memory1";"2topmaxcp6";"many_fill";"CS";"4";"1151";"false";"old";1;"21";"correct";"4_1/CS7"
"4847";283;"memory1";"2topmaxcp6";"many_fill";"distractor";NA;"1481";"false";"new";0;"22";"correct";"distractor_1/dis4"
"4850";286;"memory1";"2topmaxcp6";"many_fill";"distractor";NA;"1136";"false";"new";0;"23";"correct";"distractor_1/dis2"
"5132";217;"memory1";"31avj7mzjj";"many_fill";"CS";"4";"1385.224999998114";"false";"new";0;"0";"incorrect";"4_1/CS5"
"5135";220;"memory1";"31avj7mzjj";"many_fill";"CSnonpred";"4";"1339.0699999980861";"false";"new";0;"1";"correct";"4_1/CS5_unpred"
"5138";223;"memory1";"31avj7mzjj";"many_fill";"distractor";NA;"1037.0150000016438";"false";"new";0;"2";"correct";"distractor_1/dis1"
"5141";226;"memory1";"31avj7mzjj";"many_fill";"CS";"1";"864.4150000000373";"false";"old";1;"3";"correct";"1_1/CS3"
"5144";229;"memory1";"31avj7mzjj";"many_fill";"CSpred";"3";"687.565000000177";"false";"old";1;"4";"incorrect";"3_1/CS6_pred"
"5147";232;"memory1";"31avj7mzjj";"many_fill";"GSold";"2";"714.0350000008475";"false";"new";0;"5";"correct";"2_1/CS10"
"5150";235;"memory1";"31avj7mzjj";"many_fill";"GSnew";"2";"801.6349999997765";"false";"new";0;"6";"correct";"2_1/GS1"
"5153";238;"memory1";"31avj7mzjj";"many_fill";"CSpred";"4";"1245.4400000023888";"false";"new";0;"7";"correct";"4_1/CS5_pred"
"5156";241;"memory1";"31avj7mzjj";"many_fill";"GSnew";"4";"1060.5050000012852";"false";"old";1;"8";"incorrect";"4_1/GS1"
"5159";244;"memory1";"31avj7mzjj";"many_fill";"CSnonpred";"1";"768.7599999989616";"false";"old";1;"9";"incorrect";"1_1/CS3_unpred"
"5162";247;"memory1";"31avj7mzjj";"many_fill";"GSold";"1";"955.1550000032876";"false";"old";1;"10";"incorrect";"1_1/CS4"
"5165";250;"memory1";"31avj7mzjj";"many_fill";"CSnonpred";"3";"894.2299999980023";"false";"old";1;"11";"incorrect";"3_1/CS6_unpred"
"5168";253;"memory1";"31avj7mzjj";"many_fill";"distractor";NA;"725.9100000010803";"false";"new";0;"12";"correct";"distractor_1/dis2"
"5171";256;"memory1";"31avj7mzjj";"many_fill";"CSnonpred";"2";"1075.9500000021653";"false";"old";1;"13";"incorrect";"2_1/CS7_unpred"
"5174";259;"memory1";"31avj7mzjj";"many_fill";"CS";"3";"693.9899999997579";"false";"old";1;"14";"correct";"3_1/CS6"
"5177";262;"memory1";"31avj7mzjj";"many_fill";"GSnew";"3";"694.7149999978719";"false";"new";0;"15";"correct";"3_1/GS1"
"5180";265;"memory1";"31avj7mzjj";"many_fill";"GSold";"3";"829.2249999976484";"false";"new";0;"16";"correct";"3_1/CS10"
"5183";268;"memory1";"31avj7mzjj";"many_fill";"distractor";NA;"645.9450000001816";"false";"new";0;"17";"correct";"distractor_1/dis3"
"5186";271;"memory1";"31avj7mzjj";"many_fill";"CSpred";"2";"999.7399999992922";"false";"old";1;"18";"incorrect";"2_1/CS7_pred"
"5189";274;"memory1";"31avj7mzjj";"many_fill";"distractor";NA;"811.9799999985844";"false";"new";0;"19";"correct";"distractor_1/dis4"
"5192";277;"memory1";"31avj7mzjj";"many_fill";"CS";"2";"733.8950000011828";"false";"old";1;"20";"correct";"2_1/CS7"
"5195";280;"memory1";"31avj7mzjj";"many_fill";"CSpred";"1";"764.2049999996088";"false";"old";1;"21";"incorrect";"1_1/CS3_pred"
"5198";283;"memory1";"31avj7mzjj";"many_fill";"GSnew";"1";"818.680000000284";"false";"new";0;"22";"correct";"1_1/GS1"
"5201";286;"memory1";"31avj7mzjj";"many_fill";"GSold";"4";"1105.8950000006007";"false";"new";0;"23";"correct";"4_1/CS7"
"6185";217;"memory1";"3lnf3nscga";"many_fill";"distractor";NA;"2298.0749999987893";"false";"new";0;"0";"correct";"distractor_1/dis3"
"6188";220;"memory1";"3lnf3nscga";"many_fill";"CSnonpred";"1";"1711.4550000114832";"false";"old";1;"1";"incorrect";"1_1/CS7_unpred"
"6191";223;"memory1";"3lnf3nscga";"many_fill";"GSold";"2";"1686.634999990929";"false";"new";0;"2";"correct";"2_1/CS4"
"6194";226;"memory1";"3lnf3nscga";"many_fill";"CS";"1";"1345.004999981029";"false";"old";1;"3";"correct";"1_1/CS7"
"6197";229;"memory1";"3lnf3nscga";"many_fill";"GSnew";"2";"1335.289999988163";"false";"old";1;"4";"incorrect";"2_1/GS1"
"6200";232;"memory1";"3lnf3nscga";"many_fill";"GSold";"1";"1673.1049999943934";"false";"old";1;"5";"incorrect";"1_1/CS10"
"6203";235;"memory1";"3lnf3nscga";"many_fill";"GSold";"4";"1109.5900000073016";"false";"new";0;"6";"correct";"4_1/CS8"
"6206";238;"memory1";"3lnf3nscga";"many_fill";"distractor";NA;"2238.695000007283";"false";"old";1;"7";"incorrect";"distractor_1/dis4"
"6209";241;"memory1";"3lnf3nscga";"many_fill";"CSnonpred";"2";"1322.4549999868032";"false";"new";0;"8";"correct";"2_1/CS3_unpred"
"6212";244;"memory1";"3lnf3nscga";"many_fill";"distractor";NA;"1024.795000004815";"false";"new";0;"9";"correct";"distractor_1/dis1"
"6215";247;"memory1";"3lnf3nscga";"many_fill";"GSnew";"1";"854.6499999938533";"false";"new";0;"10";"correct";"1_1/GS1"
"6218";250;"memory1";"3lnf3nscga";"many_fill";"GSnew";"3";"1087.7099999925122";"false";"old";1;"11";"incorrect";"3_1/GS1"
"6221";253;"memory1";"3lnf3nscga";"many_fill";"GSnew";"4";"1148.285000002943";"false";"old";1;"12";"incorrect";"4_1/GS1"
"6224";256;"memory1";"3lnf3nscga";"many_fill";"CSnonpred";"3";"975.044999999227";"false";"old";1;"13";"incorrect";"3_1/CS9_unpred"
"6227";259;"memory1";"3lnf3nscga";"many_fill";"CS";"3";"991.4200000057463";"false";"old";1;"14";"correct";"3_1/CS9"
"6230";262;"memory1";"3lnf3nscga";"many_fill";"CSpred";"4";"914.294999995036";"false";"old";1;"15";"incorrect";"4_1/CS9_pred"
"6233";265;"memory1";"3lnf3nscga";"many_fill";"CSpred";"2";"1615.3500000073109";"false";"new";0;"16";"correct";"2_1/CS3_pred"
"6236";268;"memory1";"3lnf3nscga";"many_fill";"distractor";NA;"919.3500000110362";"false";"new";0;"17";"correct";"distractor_1/dis2"
"6239";271;"memory1";"3lnf3nscga";"many_fill";"CS";"2";"1629.784999997355";"false";"new";0;"18";"incorrect";"2_1/CS3"
"6242";274;"memory1";"3lnf3nscga";"many_fill";"CSnonpred";"4";"1412.175000004936";"false";"old";1;"19";"incorrect";"4_1/CS9_unpred"
"6245";277;"memory1";"3lnf3nscga";"many_fill";"CSpred";"1";"1136.050000000978";"false";"old";1;"20";"incorrect";"1_1/CS7_pred"
"6248";280;"memory1";"3lnf3nscga";"many_fill";"CS";"4";"1231.0799999977462";"false";"old";1;"21";"correct";"4_1/CS9"
"6251";283;"memory1";"3lnf3nscga";"many_fill";"CSpred";"3";"1157.5099999899976";"false";"old";1;"22";"incorrect";"3_1/CS9_pred"
"6254";286;"memory1";"3lnf3nscga";"many_fill";"GSold";"3";"1275.3350000130013";"false";"new";0;"23";"correct";"3_1/CS4"
"6536";217;"memory1";"3vrnon1bwu";"many_one";"distractor";NA;"396";"false";"new";0;"0";"correct";"distractor_1/dis1"
"6539";220;"memory1";"3vrnon1bwu";"many_one";"CS";"1";"2302";"false";"old";1;"1";"correct";"1_1/CS6"
"6542";223;"memory1";"3vrnon1bwu";"many_one";"distractor";NA;"851";"false";"new";0;"2";"correct";"distractor_1/dis3"
"6545";226;"memory1";"3vrnon1bwu";"many_one";"GSold";"1";"686";"false";"new";0;"3";"correct";"1_1/CS7"
"6548";229;"memory1";"3vrnon1bwu";"many_one";"GSnew";"4";"666";"false";"old";1;"4";"incorrect";"4_1/GS1"
"6551";232;"memory1";"3vrnon1bwu";"many_one";"CSnonpred";"4";"659";"false";"old";1;"5";"incorrect";"4_1/CS1_unpred"
"6554";235;"memory1";"3vrnon1bwu";"many_one";"GSold";"3";"657";"false";"old";1;"6";"incorrect";"3_1/CS4"
"6557";238;"memory1";"3vrnon1bwu";"many_one";"GSnew";"3";"402";"false";"new";0;"7";"correct";"3_1/GS1"
"6560";241;"memory1";"3vrnon1bwu";"many_one";"CS";"4";"513";"false";"old";1;"8";"correct";"4_1/CS1"
"6563";244;"memory1";"3vrnon1bwu";"many_one";"GSnew";"2";"846";"false";"new";0;"9";"correct";"2_1/GS1"
"6566";247;"memory1";"3vrnon1bwu";"many_one";"CSpred";"3";"612";"false";"old";1;"10";"incorrect";"3_1/CS6_pred"
"6569";250;"memory1";"3vrnon1bwu";"many_one";"GSnew";"1";"856";"false";"new";0;"11";"correct";"1_1/GS1"
"6572";253;"memory1";"3vrnon1bwu";"many_one";"distractor";NA;"832";"false";"new";0;"12";"correct";"distractor_1/dis4"
"6575";256;"memory1";"3vrnon1bwu";"many_one";"GSold";"4";"943";"false";"new";0;"13";"correct";"4_1/CS4"
"6578";259;"memory1";"3vrnon1bwu";"many_one";"CSnonpred";"1";"859";"false";"old";1;"14";"incorrect";"1_1/CS6_unpred"
"6581";262;"memory1";"3vrnon1bwu";"many_one";"CSpred";"1";"910";"false";"new";0;"15";"correct";"1_1/CS6_pred"
"6584";265;"memory1";"3vrnon1bwu";"many_one";"CSnonpred";"3";"673";"false";"old";1;"16";"incorrect";"3_1/CS6_unpred"
"6587";268;"memory1";"3vrnon1bwu";"many_one";"CSpred";"2";"863";"false";"old";1;"17";"incorrect";"2_1/CS6_pred"
"6590";271;"memory1";"3vrnon1bwu";"many_one";"CSnonpred";"2";"611";"false";"old";1;"18";"incorrect";"2_1/CS6_unpred"
"6593";274;"memory1";"3vrnon1bwu";"many_one";"GSold";"2";"760";"false";"old";1;"19";"incorrect";"2_1/CS8"
"6596";277;"memory1";"3vrnon1bwu";"many_one";"CS";"2";"530";"false";"old";1;"20";"correct";"2_1/CS6"
"6599";280;"memory1";"3vrnon1bwu";"many_one";"CSpred";"4";"833";"false";"old";1;"21";"incorrect";"4_1/CS1_pred"
"6602";283;"memory1";"3vrnon1bwu";"many_one";"CS";"3";"800";"false";"old";1;"22";"correct";"3_1/CS6"
"6605";286;"memory1";"3vrnon1bwu";"many_one";"distractor";NA;"649";"false";"new";0;"23";"correct";"distractor_1/dis2"
"6887";217;"memory1";"4261yws2f3";"many_fill";"GSnew";"2";"null";"true";"miss";NA;"0";"miss";"2_1/GS1"
"6890";220;"memory1";"4261yws2f3";"many_fill";"GSnew";"1";"2284";"false";"new";0;"1";"correct";"1_1/GS1"
"6893";223;"memory1";"4261yws2f3";"many_fill";"GSold";"1";"1847";"false";"new";0;"2";"correct";"1_1/CS3"
"6896";226;"memory1";"4261yws2f3";"many_fill";"distractor";NA;"1002";"false";"new";0;"3";"correct";"distractor_1/dis2"
"6899";229;"memory1";"4261yws2f3";"many_fill";"GSold";"3";"1260";"false";"new";0;"4";"correct";"3_1/CS7"
"6902";232;"memory1";"4261yws2f3";"many_fill";"CS";"3";"855";"false";"old";1;"5";"correct";"3_1/CS8"
"6905";235;"memory1";"4261yws2f3";"many_fill";"CSpred";"2";"1134";"false";"new";0;"6";"correct";"2_1/CS7_pred"
"6908";238;"memory1";"4261yws2f3";"many_fill";"CS";"4";"797";"false";"old";1;"7";"correct";"4_1/CS1"
"6911";241;"memory1";"4261yws2f3";"many_fill";"GSnew";"3";"1085";"false";"new";0;"8";"correct";"3_1/GS1"
"6914";244;"memory1";"4261yws2f3";"many_fill";"CSpred";"1";"871";"false";"old";1;"9";"incorrect";"1_1/CS4_pred"
"6917";247;"memory1";"4261yws2f3";"many_fill";"CS";"1";"973";"false";"old";1;"10";"correct";"1_1/CS4"
"6920";250;"memory1";"4261yws2f3";"many_fill";"CSnonpred";"1";"771";"false";"old";1;"11";"incorrect";"1_1/CS4_unpred"
"6923";253;"memory1";"4261yws2f3";"many_fill";"CSnonpred";"4";"1223";"false";"new";0;"12";"correct";"4_1/CS1_unpred"
"6926";256;"memory1";"4261yws2f3";"many_fill";"GSold";"2";"1116";"false";"new";0;"13";"correct";"2_1/CS9"
"6929";259;"memory1";"4261yws2f3";"many_fill";"CSnonpred";"2";"959";"false";"new";0;"14";"correct";"2_1/CS7_unpred"
"6932";262;"memory1";"4261yws2f3";"many_fill";"CSnonpred";"3";"1914";"false";"old";1;"15";"incorrect";"3_1/CS8_unpred"
"6935";265;"memory1";"4261yws2f3";"many_fill";"distractor";NA;"793";"false";"new";0;"16";"correct";"distractor_1/dis3"
"6938";268;"memory1";"4261yws2f3";"many_fill";"GSnew";"4";"1061";"false";"new";0;"17";"correct";"4_1/GS1"
"6941";271;"memory1";"4261yws2f3";"many_fill";"distractor";NA;"1072";"false";"new";0;"18";"correct";"distractor_1/dis1"
"6944";274;"memory1";"4261yws2f3";"many_fill";"CSpred";"4";"1068";"false";"old";1;"19";"incorrect";"4_1/CS1_pred"
"6947";277;"memory1";"4261yws2f3";"many_fill";"distractor";NA;"855";"false";"new";0;"20";"correct";"distractor_1/dis4"
"6950";280;"memory1";"4261yws2f3";"many_fill";"CS";"2";"870";"false";"old";1;"21";"correct";"2_1/CS7"
"6953";283;"memory1";"4261yws2f3";"many_fill";"CSpred";"3";"761";"false";"old";1;"22";"incorrect";"3_1/CS8_pred"
"6956";286;"memory1";"4261yws2f3";"many_fill";"GSold";"4";"1129";"false";"new";0;"23";"correct";"4_1/CS2"
"7238";217;"memory1";"4gqsdtz9th";"many_one";"CS";"3";"2368.929999996908";"false";"old";1;"0";"correct";"3_1/CS4"
