"";"trial_index";"task";"subject";"type";"category";"response";"rt";"cs_selected"
"20893";183;"direct";"b9t3f88od1";"CS";"2";-72;"2765";"2_3/CS2"
"20894";184;"direct";"b9t3f88od1";"CS";"3";30;"2570";"3_3/CS2"
"20895";185;"direct";"b9t3f88od1";"CS";"4";86;"4701";"4_3/CS9"
"20896";186;"direct";"b9t3f88od1";"CS";"1";100;"2814";"1_3/CS6"
"20897";187;"direct";"b9t3f88od1";"CS";"2";-100;"2992";"2_3/CS9"
"20898";188;"direct";"b9t3f88od1";"CS";"1";7;"6574";"1_3/CS2"
"20899";189;"direct";"b9t3f88od1";"CS";"3";-5;"3900";"3_3/CS4"
"20900";190;"direct";"b9t3f88od1";"CS";"2";-76;"3263";"2_3/CS4"
"20901";191;"direct";"b9t3f88od1";"CS";"2";-45;"3126";"2_3/CS1"
"20902";192;"direct";"b9t3f88od1";"CS";"3";-15;"5329";"3_3/CS5"
"20903";193;"direct";"b9t3f88od1";"CS";"3";-22;"3050";"3_3/CS3"
"20904";194;"direct";"b9t3f88od1";"CS";"1";-7;"3068";"1_3/CS5"
"20905";195;"direct";"b9t3f88od1";"CS";"1";13;"5020";"1_3/CS10"
"20906";196;"direct";"b9t3f88od1";"CS";"4";17;"3574";"4_3/CS5"
"20907";197;"direct";"b9t3f88od1";"CS";"4";33;"3004";"4_3/CS10"
"20908";198;"direct";"b9t3f88od1";"CS";"1";9;"3033";"1_3/CS3"
"20909";199;"direct";"b9t3f88od1";"CS";"2";-34;"2691";"2_3/CS3"
"20910";200;"direct";"b9t3f88od1";"CS";"3";-31;"2993";"3_3/CS1"
"20911";201;"direct";"b9t3f88od1";"CS";"2";-24;"5789";"2_3/CS10"
"20912";202;"direct";"b9t3f88od1";"CS";"1";36;"2793";"1_3/CS4"
"20913";203;"direct";"b9t3f88od1";"CS";"4";16;"3613";"4_3/CS2"
"20914";204;"direct";"b9t3f88od1";"CS";"3";-12;"3141";"3_3/CS7"
"20915";205;"direct";"b9t3f88od1";"CS";"1";13;"2618";"1_3/CS7"
"20916";206;"direct";"b9t3f88od1";"CS";"4";28;"4301";"4_3/CS12"
"20917";207;"direct";"b9t3f88od1";"CS";"3";-48;"4817";"3_3/CS8"
"20918";208;"direct";"b9t3f88od1";"CS";"1";16;"3044";"1_3/CS8"
"20919";209;"direct";"b9t3f88od1";"CS";"4";14;"3904";"4_3/CS4"
"20920";210;"direct";"b9t3f88od1";"CS";"2";-76;"2759";"2_3/CS6"
"20921";211;"direct";"b9t3f88od1";"CS";"2";-13;"2923";"2_3/CS7"
"20922";212;"direct";"b9t3f88od1";"CS";"3";-47;"2608";"3_3/CS10"
"20923";213;"direct";"b9t3f88od1";"CS";"1";54;"5301";"1_3/CS1"
"20924";214;"direct";"b9t3f88od1";"CS";"3";-30;"4386";"3_3/CS9"
"21236";175;"direct";"bhb0dmacge";"CS";"2";-33;"8598.740000044927";"2_3/CS1"
"21237";176;"direct";"bhb0dmacge";"CS";"3";45;"3901.3499999418855";"3_3/CS3"
"21238";177;"direct";"bhb0dmacge";"CS";"1";36;"4012.4299998860806";"1_3/CS6"
"21239";178;"direct";"bhb0dmacge";"CS";"4";-91;"4626.674999948591";"4_3/CS9"
"21240";179;"direct";"bhb0dmacge";"CS";"3";89;"3672.3400000482798";"3_3/CS8"
"21241";180;"direct";"bhb0dmacge";"CS";"4";-96;"4034.904999891296";"4_3/CS4"
"21242";181;"direct";"bhb0dmacge";"CS";"1";90;"3909.250000026077";"1_3/CS4"
"21243";182;"direct";"bhb0dmacge";"CS";"3";35;"3406.05999995023";"3_3/CS9"
"21244";183;"direct";"bhb0dmacge";"CS";"4";-92;"3819.859999930486";"4_3/CS10"
"21245";184;"direct";"bhb0dmacge";"CS";"3";-62;"2888.6299999430776";"3_3/CS1"
"21246";185;"direct";"bhb0dmacge";"CS";"1";53;"3745.66000001505";"1_3/CS10"
"21247";186;"direct";"bhb0dmacge";"CS";"3";61;"5069.500000216067";"3_3/CS10"
"21248";187;"direct";"bhb0dmacge";"CS";"1";-16;"3257.3550001252443";"1_3/CS12"
"21249";188;"direct";"bhb0dmacge";"CS";"1";26;"2843.2849999517202";"1_3/CS7"
"21250";189;"direct";"bhb0dmacge";"CS";"2";56;"3782.9499999061227";"2_3/CS2"
"21251";190;"direct";"bhb0dmacge";"CS";"3";72;"2770.765000022948";"3_3/CS2"
"21252";191;"direct";"bhb0dmacge";"CS";"2";-75;"2821.544999955222";"2_3/CS9"
"21253";192;"direct";"bhb0dmacge";"CS";"1";35;"3421.1349999532104";"1_3/CS11"
"21254";193;"direct";"bhb0dmacge";"CS";"4";24;"3679.3049999978393";"4_3/CS6"
"21255";194;"direct";"bhb0dmacge";"CS";"1";-57;"2495.905000017956";"1_3/CS2"
"21256";195;"direct";"bhb0dmacge";"CS";"4";17;"3169.7100000455976";"4_3/CS7"
"21257";196;"direct";"bhb0dmacge";"CS";"1";69;"3250.9700001683086";"1_3/CS1"
"21258";197;"direct";"bhb0dmacge";"CS";"3";-32;"4507.1100001223385";"3_3/CS6"
"21259";198;"direct";"bhb0dmacge";"CS";"4";-95;"2178.2700000330806";"4_3/CS8"
"21260";199;"direct";"bhb0dmacge";"CS";"2";-100;"2142.1149999368936";"2_3/CS6"
"21261";200;"direct";"bhb0dmacge";"CS";"4";-100;"2393.8649999909103";"4_3/CS11"
"21262";201;"direct";"bhb0dmacge";"CS";"2";25;"2288.624999811873";"2_3/CS7"
"21263";202;"direct";"bhb0dmacge";"CS";"4";2;"4878.019999945536";"4_3/CS12"
"21264";203;"direct";"bhb0dmacge";"CS";"3";39;"2739.9299999233335";"3_3/CS5"
"21265";204;"direct";"bhb0dmacge";"CS";"1";55;"2592.30999997817";"1_3/CS9"
"21266";205;"direct";"bhb0dmacge";"CS";"2";-63;"2851.289999904111";"2_3/CS10"
"21267";206;"direct";"bhb0dmacge";"CS";"3";69;"2526.659999974072";"3_3/CS4"
"21268";207;"direct";"bhb0dmacge";"CS";"2";100;"2355.639999965206";"2_3/CS5"
"21269";208;"direct";"bhb0dmacge";"CS";"1";74;"4397.034999914467";"1_3/CS3"
"21270";209;"direct";"bhb0dmacge";"CS";"2";-82;"2880.9200001414865";"2_3/CS4"
"21271";210;"direct";"bhb0dmacge";"CS";"4";-100;"3103.374999947846";"4_3/CS3"
"21272";211;"direct";"bhb0dmacge";"CS";"4";17;"2605.9799999929965";"4_3/CS2"
"21273";212;"direct";"bhb0dmacge";"CS";"2";-36;"2651.8450002186";"2_3/CS8"
"21274";213;"direct";"bhb0dmacge";"CS";"2";-64;"3523.875000188127";"2_3/CS3"
"21275";214;"direct";"bhb0dmacge";"CS";"3";50;"2555.4549999069422";"3_3/CS7"
"21587";175;"direct";"bpeshadl5q";"CS";"4";-46;"8180";"4_3/CS3"
"21588";176;"direct";"bpeshadl5q";"CS";"2";-53;"4549";"2_3/CS6"
"21589";177;"direct";"bpeshadl5q";"CS";"3";20;"2605";"3_3/CS2"
"21590";178;"direct";"bpeshadl5q";"CS";"1";20;"3354";"1_3/CS11"
"21591";179;"direct";"bpeshadl5q";"CS";"2";-60;"3888";"2_3/CS9"
"21592";180;"direct";"bpeshadl5q";"CS";"3";-29;"3066";"3_3/CS8"
"21593";181;"direct";"bpeshadl5q";"CS";"1";-6;"4914";"1_3/CS2"
"21594";182;"direct";"bpeshadl5q";"CS";"1";-45;"3113";"1_3/CS6"
"21595";183;"direct";"bpeshadl5q";"CS";"3";18;"3083";"3_3/CS6"
"21596";184;"direct";"bpeshadl5q";"CS";"1";26;"3876";"1_3/CS4"
"21597";185;"direct";"bpeshadl5q";"CS";"4";-65;"3649";"4_3/CS8"
"21598";186;"direct";"bpeshadl5q";"CS";"2";-85;"3105";"2_3/CS7"
"21599";187;"direct";"bpeshadl5q";"CS";"2";-53;"2762";"2_3/CS3"
"21600";188;"direct";"bpeshadl5q";"CS";"1";-40;"4329";"1_3/CS9"
"21601";189;"direct";"bpeshadl5q";"CS";"4";-32;"3764";"4_3/CS10"
"21602";190;"direct";"bpeshadl5q";"CS";"2";15;"2866";"2_3/CS2"
"21603";191;"direct";"bpeshadl5q";"CS";"2";15;"3681";"2_3/CS4"
"21604";192;"direct";"bpeshadl5q";"CS";"3";-19;"3005";"3_3/CS9"
"21605";193;"direct";"bpeshadl5q";"CS";"4";5;"5518";"4_3/CS6"
"21606";194;"direct";"bpeshadl5q";"CS";"4";7;"5874";"4_3/CS1"
"21607";195;"direct";"bpeshadl5q";"CS";"1";-45;"2929";"1_3/CS8"
"21608";196;"direct";"bpeshadl5q";"CS";"3";-35;"3929";"3_3/CS4"
"21609";197;"direct";"bpeshadl5q";"CS";"4";22;"3906";"4_3/CS12"
"21610";198;"direct";"bpeshadl5q";"CS";"2";-71;"3050";"2_3/CS10"
"21611";199;"direct";"bpeshadl5q";"CS";"3";7;"4658";"3_3/CS3"
"21612";200;"direct";"bpeshadl5q";"CS";"2";10;"7340";"2_3/CS1"
"21613";201;"direct";"bpeshadl5q";"CS";"4";-67;"2978";"4_3/CS9"
"21614";202;"direct";"bpeshadl5q";"CS";"4";20;"9101";"4_3/CS5"
"21615";203;"direct";"bpeshadl5q";"CS";"3";19;"5709";"3_3/CS5"
"21616";204;"direct";"bpeshadl5q";"CS";"2";47;"5461";"2_3/CS5"
"21617";205;"direct";"bpeshadl5q";"CS";"4";-56;"2898";"4_3/CS11"
"21618";206;"direct";"bpeshadl5q";"CS";"1";-40;"2755";"1_3/CS5"
"21619";207;"direct";"bpeshadl5q";"CS";"1";-41;"3121";"1_3/CS12"
"21620";208;"direct";"bpeshadl5q";"CS";"1";-54;"4391";"1_3/CS1"
"21621";209;"direct";"bpeshadl5q";"CS";"3";26;"3665";"3_3/CS7"
"21622";210;"direct";"bpeshadl5q";"CS";"1";-35;"3517";"1_3/CS3"
"21623";211;"direct";"bpeshadl5q";"CS";"4";-45;"3297";"4_3/CS2"
"21624";212;"direct";"bpeshadl5q";"CS";"3";-36;"4410";"3_3/CS10"
"21625";213;"direct";"bpeshadl5q";"CS";"2";-54;"4985";"2_3/CS8"
"21626";214;"direct";"bpeshadl5q";"CS";"3";-35;"3875";"3_3/CS1"
"21938";175;"direct";"bq00p945k1";"CS";"2";-54;"7912";"2_3/CS6"
"21939";176;"direct";"bq00p945k1";"CS";"1";-34;"6683";"1_3/CS7"
"21940";177;"direct";"bq00p945k1";"CS";"1";-76;"4834";"1_3/CS12"
"21941";178;"direct";"bq00p945k1";"CS";"1";-66;"4192";"1_3/CS3"
"21942";179;"direct";"bq00p945k1";"CS";"4";-44;"6735";"4_3/CS8"
"21943";180;"direct";"bq00p945k1";"CS";"1";-80;"5087";"1_3/CS2"
"21944";181;"direct";"bq00p945k1";"CS";"1";-28;"6293";"1_3/CS5"
"21945";182;"direct";"bq00p945k1";"CS";"4";-37;"6126";"4_3/CS4"
"21946";183;"direct";"bq00p945k1";"CS";"1";-55;"6844";"1_3/CS4"
"21947";184;"direct";"bq00p945k1";"CS";"1";-41;"6753";"1_3/CS6"
"21948";185;"direct";"bq00p945k1";"CS";"1";-58;"5853";"1_3/CS8"
"21949";186;"direct";"bq00p945k1";"CS";"3";-51;"6915";"3_3/CS5"
"21950";187;"direct";"bq00p945k1";"CS";"4";-7;"8635";"4_3/CS10"
"21951";188;"direct";"bq00p945k1";"CS";"2";-75;"10604";"2_3/CS3"
"21952";189;"direct";"bq00p945k1";"CS";"4";-30;"4627";"4_3/CS11"
"21953";190;"direct";"bq00p945k1";"CS";"1";-26;"6312";"1_3/CS11"
"21954";191;"direct";"bq00p945k1";"CS";"3";2;"4834";"3_3/CS3"
"21955";192;"direct";"bq00p945k1";"CS";"2";-65;"8354";"2_3/CS7"
"21956";193;"direct";"bq00p945k1";"CS";"4";-49;"10193";"4_3/CS5"
"21957";194;"direct";"bq00p945k1";"CS";"4";-2;"8047";"4_3/CS7"
"21958";195;"direct";"bq00p945k1";"CS";"3";-19;"7754";"3_3/CS2"
"21959";196;"direct";"bq00p945k1";"CS";"4";-40;"10483";"4_3/CS12"
"21960";197;"direct";"bq00p945k1";"CS";"3";-60;"4815";"3_3/CS1"
"21961";198;"direct";"bq00p945k1";"CS";"3";-59;"4457";"3_3/CS10"
"21962";199;"direct";"bq00p945k1";"CS";"4";3;"10454";"4_3/CS6"
"21963";200;"direct";"bq00p945k1";"CS";"2";3;"8105";"2_3/CS2"
"21964";201;"direct";"bq00p945k1";"CS";"4";-42;"3764";"4_3/CS3"
"21965";202;"direct";"bq00p945k1";"CS";"2";-58;"7575";"2_3/CS4"
"21966";203;"direct";"bq00p945k1";"CS";"4";-17;"6873";"4_3/CS2"
"21967";204;"direct";"bq00p945k1";"CS";"2";-78;"3804";"2_3/CS9"
"21968";205;"direct";"bq00p945k1";"CS";"2";84;"6752";"2_3/CS5"
"21969";206;"direct";"bq00p945k1";"CS";"3";-33;"6469";"3_3/CS6"
"21970";207;"direct";"bq00p945k1";"CS";"3";-44;"4833";"3_3/CS9"
"21971";208;"direct";"bq00p945k1";"CS";"3";-24;"4995";"3_3/CS8"
"21972";209;"direct";"bq00p945k1";"CS";"2";-66;"4255";"2_3/CS8"
"21973";210;"direct";"bq00p945k1";"CS";"3";-76;"4362";"3_3/CS4"
"21974";211;"direct";"bq00p945k1";"CS";"3";-75;"3896";"3_3/CS7"
"21975";212;"direct";"bq00p945k1";"CS";"2";-74;"3446";"2_3/CS10"
"21976";213;"direct";"bq00p945k1";"CS";"2";-77;"3644";"2_3/CS1"
"21977";214;"direct";"bq00p945k1";"CS";"1";-38;"3314";"1_3/CS9"
"22289";175;"direct";"bv81fl5wux";"CS";"2";0;"6553.054999792948";"2_3/CS10"
"22290";176;"direct";"bv81fl5wux";"CS";"2";0;"3965.1750000193715";"2_3/CS1"
"22291";177;"direct";"bv81fl5wux";"CS";"3";10;"6445.920000085607";"3_3/CS2"
"22292";178;"direct";"bv81fl5wux";"CS";"2";-20;"4959.489999804646";"2_3/CS3"
"22293";179;"direct";"bv81fl5wux";"CS";"2";0;"4088.1349998526275";"2_3/CS4"
"22294";180;"direct";"bv81fl5wux";"CS";"4";21;"14371.629999950528";"4_3/CS3"
"22295";181;"direct";"bv81fl5wux";"CS";"3";0;"10665.28999991715";"3_3/CS9"
"22296";182;"direct";"bv81fl5wux";"CS";"3";0;"4373.110000044107";"3_3/CS3"
"22297";183;"direct";"bv81fl5wux";"CS";"4";19;"4866.395000135526";"4_3/CS7"
"22298";184;"direct";"bv81fl5wux";"CS";"1";-18;"5242.649999912828";"1_3/CS6"
"22299";185;"direct";"bv81fl5wux";"CS";"2";0;"3656.135000055656";"2_3/CS6"
"22300";186;"direct";"bv81fl5wux";"CS";"1";0;"13515.890000155196";"1_3/CS4"
"22301";187;"direct";"bv81fl5wux";"CS";"4";-26;"5103.339999914169";"4_3/CS1"
"22302";188;"direct";"bv81fl5wux";"CS";"1";-37;"5420.390000101179";"1_3/CS11"
"22303";189;"direct";"bv81fl5wux";"CS";"3";0;"6051.394999958575";"3_3/CS4"
"22304";190;"direct";"bv81fl5wux";"CS";"2";-16;"8477.909999899566";"2_3/CS9"
"22305";191;"direct";"bv81fl5wux";"CS";"1";0;"4318.184999981895";"1_3/CS3"
"22306";192;"direct";"bv81fl5wux";"CS";"3";0;"5821.035000029951";"3_3/CS5"
"22307";193;"direct";"bv81fl5wux";"CS";"4";-10;"11727.490000193939";"4_3/CS8"
"22308";194;"direct";"bv81fl5wux";"CS";"3";0;"7445.65000012517";"3_3/CS7"
"22309";195;"direct";"bv81fl5wux";"CS";"4";-10;"6929.379999870434";"4_3/CS12"
"22310";196;"direct";"bv81fl5wux";"CS";"2";0;"16701.864999951795";"2_3/CS8"
"22311";197;"direct";"bv81fl5wux";"CS";"3";0;"5889.045000076294";"3_3/CS10"
"22312";198;"direct";"bv81fl5wux";"CS";"1";0;"7612.829999998212";"1_3/CS2"
"22313";199;"direct";"bv81fl5wux";"CS";"4";-6;"3802.93000000529";"4_3/CS4"
"22314";200;"direct";"bv81fl5wux";"CS";"4";-10;"4064.1999999061227";"4_3/CS10"
"22315";201;"direct";"bv81fl5wux";"CS";"1";0;"3648.9450000226498";"1_3/CS12"
"22316";202;"direct";"bv81fl5wux";"CS";"3";8;"5549.630000023171";"3_3/CS6"
"22317";203;"direct";"bv81fl5wux";"CS";"1";0;"3247.029999969527";"1_3/CS5"
"22318";204;"direct";"bv81fl5wux";"CS";"1";0;"3309.3299998436123";"1_3/CS7"
"22319";205;"direct";"bv81fl5wux";"CS";"4";-11;"4287.800000049174";"4_3/CS9"
"22320";206;"direct";"bv81fl5wux";"CS";"1";0;"4548.660000087693";"1_3/CS9"
"22321";207;"direct";"bv81fl5wux";"CS";"4";0;"6675.150000024587";"4_3/CS5"
"22322";208;"direct";"bv81fl5wux";"CS";"2";7;"17439.179999986663";"2_3/CS5"
"22323";209;"direct";"bv81fl5wux";"CS";"2";14;"5604.359999997541";"2_3/CS2"
"22324";210;"direct";"bv81fl5wux";"CS";"3";0;"6404.330000048503";"3_3/CS8"
"22325";211;"direct";"bv81fl5wux";"CS";"3";-32;"7790.979999816045";"3_3/CS1"
"22326";212;"direct";"bv81fl5wux";"CS";"1";0;"4286.7800001986325";"1_3/CS10"
"22327";213;"direct";"bv81fl5wux";"CS";"4";0;"4919.234999921173";"4_3/CS6"
"22328";214;"direct";"bv81fl5wux";"CS";"2";0;"3894.8399999644607";"2_3/CS7"
"22991";175;"direct";"c2cxfe2rj1";"CS";"4";100;"10308.120000001509";"4_3/CS2"
"22992";176;"direct";"c2cxfe2rj1";"CS";"1";-100;"9442.030000005616";"1_3/CS11"
"22993";177;"direct";"c2cxfe2rj1";"CS";"3";-23;"10237.634999997681";"3_3/CS1"
"22994";178;"direct";"c2cxfe2rj1";"CS";"2";-50;"3010.340000008";"2_3/CS8"
"22995";179;"direct";"c2cxfe2rj1";"CS";"4";-70;"5083.984999975655";"4_3/CS3"
"22996";180;"direct";"c2cxfe2rj1";"CS";"3";22;"3852.515000005951";"3_3/CS6"
"22997";181;"direct";"c2cxfe2rj1";"CS";"2";34;"2857.864999998128";"2_3/CS7"
"22998";182;"direct";"c2cxfe2rj1";"CS";"1";33;"3258.850000012899";"1_3/CS1"
"22999";183;"direct";"c2cxfe2rj1";"CS";"4";-100;"4739.925000001676";"4_3/CS4"
"23000";184;"direct";"c2cxfe2rj1";"CS";"3";100;"4028.2700000097975";"3_3/CS8"
"23001";185;"direct";"c2cxfe2rj1";"CS";"2";21;"2737.7700000070035";"2_3/CS1"
"23002";186;"direct";"c2cxfe2rj1";"CS";"2";-40;"3298.4250000154134";"2_3/CS6"
"23003";187;"direct";"c2cxfe2rj1";"CS";"4";-100;"3074.2599999939557";"4_3/CS1"
"23004";188;"direct";"c2cxfe2rj1";"CS";"4";-100;"3066.7350000003353";"4_3/CS5"
"23005";189;"direct";"c2cxfe2rj1";"CS";"3";23;"2601.760000019567";"3_3/CS2"
"23006";190;"direct";"c2cxfe2rj1";"CS";"3";1;"3082.735000003595";"3_3/CS3"
"23007";191;"direct";"c2cxfe2rj1";"CS";"2";-35;"3580.2050000056624";"2_3/CS10"
"23008";192;"direct";"c2cxfe2rj1";"CS";"1";-13;"2367.950000014389";"1_3/CS3"
"23009";193;"direct";"c2cxfe2rj1";"CS";"2";-100;"2066.660000011325";"2_3/CS9"
"23010";194;"direct";"c2cxfe2rj1";"CS";"4";91;"24210.820000007516";"4_3/CS6"
"23011";195;"direct";"c2cxfe2rj1";"CS";"4";-100;"6103.709999995772";"4_3/CS12"
"23012";196;"direct";"c2cxfe2rj1";"CS";"2";-100;"16980.300000024727";"2_3/CS4"
"23013";197;"direct";"c2cxfe2rj1";"CS";"1";-100;"3277.6149999990594";"1_3/CS4"
"23014";198;"direct";"c2cxfe2rj1";"CS";"2";21;"3464.4550000084564";"2_3/CS2"
"23015";199;"direct";"c2cxfe2rj1";"CS";"1";-100;"2666.6799999948125";"1_3/CS8"
"23016";200;"direct";"c2cxfe2rj1";"CS";"3";100;"3234.259999997448";"3_3/CS4"
"23017";201;"direct";"c2cxfe2rj1";"CS";"4";100;"2706.56500000041";"4_3/CS7"
"23018";202;"direct";"c2cxfe2rj1";"CS";"2";-100;"2096.1149999930058";"2_3/CS3"
"23019";203;"direct";"c2cxfe2rj1";"CS";"1";-100;"2730.3550000069663";"1_3/CS5"
"23020";204;"direct";"c2cxfe2rj1";"CS";"1";-45;"2842.5050000078045";"1_3/CS9"
"23021";205;"direct";"c2cxfe2rj1";"CS";"3";100;"2160.845000005793";"3_3/CS10"
"23022";206;"direct";"c2cxfe2rj1";"CS";"4";-100;"1842.1549999911804";"4_3/CS8"
"23023";207;"direct";"c2cxfe2rj1";"CS";"3";23;"3986.2349999893922";"3_3/CS7"
"23024";208;"direct";"c2cxfe2rj1";"CS";"1";-100;"2617.7699999825563";"1_3/CS10"
"23025";209;"direct";"c2cxfe2rj1";"CS";"3";18;"2851.2599999958184";"3_3/CS5"
"23026";210;"direct";"c2cxfe2rj1";"CS";"4";-100;"3193.794999999227";"4_3/CS9"
"23027";211;"direct";"c2cxfe2rj1";"CS";"2";100;"3396.919999999227";"2_3/CS5"
"23028";212;"direct";"c2cxfe2rj1";"CS";"1";-100;"2023.5500000126194";"1_3/CS2"
"23029";213;"direct";"c2cxfe2rj1";"CS";"3";100;"2506.9150000053924";"3_3/CS9"
"23030";214;"direct";"c2cxfe2rj1";"CS";"1";100;"3490.6300000147894";"1_3/CS7"
"24044";175;"direct";"cqt93ces97";"CS";"3";-45;"4293";"3_3/CS1"
"24045";176;"direct";"cqt93ces97";"CS";"4";17;"3304";"4_3/CS7"
"24046";177;"direct";"cqt93ces97";"CS";"3";12;"3056";"3_3/CS2"
"24047";178;"direct";"cqt93ces97";"CS";"1";17;"2867";"1_3/CS3"
"24048";179;"direct";"cqt93ces97";"CS";"2";8;"2980";"2_3/CS10"
"24049";180;"direct";"cqt93ces97";"CS";"3";-25;"3381";"3_3/CS9"
"24050";181;"direct";"cqt93ces97";"CS";"1";6;"4166";"1_3/CS6"
"24051";182;"direct";"cqt93ces97";"CS";"3";1;"3265";"3_3/CS7"
"24052";183;"direct";"cqt93ces97";"CS";"2";-23;"3458";"2_3/CS4"
"24053";184;"direct";"cqt93ces97";"CS";"3";1;"4514";"3_3/CS4"
"24054";185;"direct";"cqt93ces97";"CS";"4";11;"2556";"4_3/CS8"
"24055";186;"direct";"cqt93ces97";"CS";"4";26;"4438";"4_3/CS4"
"24056";187;"direct";"cqt93ces97";"CS";"2";-3;"3233";"2_3/CS8"
"24057";188;"direct";"cqt93ces97";"CS";"4";-12;"5081";"4_3/CS2"
"24058";189;"direct";"cqt93ces97";"CS";"2";-17;"4508";"2_3/CS2"
"24059";190;"direct";"cqt93ces97";"CS";"4";42;"3437";"4_3/CS6"
"24060";191;"direct";"cqt93ces97";"CS";"1";16;"2996";"1_3/CS5"
"24061";192;"direct";"cqt93ces97";"CS";"2";-44;"5763";"2_3/CS5"
"24062";193;"direct";"cqt93ces97";"CS";"4";-45;"4100";"4_3/CS9"
"24063";194;"direct";"cqt93ces97";"CS";"3";-12;"4141";"3_3/CS10"
"24064";195;"direct";"cqt93ces97";"CS";"1";6;"3009";"1_3/CS10"
"24065";196;"direct";"cqt93ces97";"CS";"4";29;"4023";"4_3/CS3"
"24066";197;"direct";"cqt93ces97";"CS";"4";58;"4962";"4_3/CS5"
"24067";198;"direct";"cqt93ces97";"CS";"1";-81;"5205";"1_3/CS8"
"24068";199;"direct";"cqt93ces97";"CS";"3";-52;"3537";"3_3/CS3"
"24069";200;"direct";"cqt93ces97";"CS";"4";45;"3088";"4_3/CS10"
"24070";201;"direct";"cqt93ces97";"CS";"2";47;"2965";"2_3/CS1"
"24071";202;"direct";"cqt93ces97";"CS";"3";-10;"2731";"3_3/CS5"
"24072";203;"direct";"cqt93ces97";"CS";"3";8;"3622";"3_3/CS6"
"24073";204;"direct";"cqt93ces97";"CS";"3";-24;"3566";"3_3/CS8"
"24074";205;"direct";"cqt93ces97";"CS";"1";18;"3498";"1_3/CS9"
"24075";206;"direct";"cqt93ces97";"CS";"2";-13;"3355";"2_3/CS3"
"24076";207;"direct";"cqt93ces97";"CS";"1";-58;"4530";"1_3/CS11"
"24077";208;"direct";"cqt93ces97";"CS";"2";9;"2960";"2_3/CS6"
"24078";209;"direct";"cqt93ces97";"CS";"2";3;"3070";"2_3/CS7"
"24079";210;"direct";"cqt93ces97";"CS";"4";-9;"4370";"4_3/CS12"
"24080";211;"direct";"cqt93ces97";"CS";"1";8;"3009";"1_3/CS12"
"24081";212;"direct";"cqt93ces97";"CS";"1";13;"3371";"1_3/CS1"
"24082";213;"direct";"cqt93ces97";"CS";"2";-20;"2978";"2_3/CS9"
"24083";214;"direct";"cqt93ces97";"CS";"1";9;"3038";"1_3/CS7"
"24395";175;"direct";"cstasqqcxq";"CS";"2";-54;"4622";"2_3/CS3"
"24396";176;"direct";"cstasqqcxq";"CS";"3";-57;"4313";"3_3/CS9"
"24397";177;"direct";"cstasqqcxq";"CS";"3";-27;"4273";"3_3/CS6"
"24398";178;"direct";"cstasqqcxq";"CS";"1";-52;"5496";"1_3/CS5"
"24399";179;"direct";"cstasqqcxq";"CS";"3";-27;"2722";"3_3/CS2"
"24400";180;"direct";"cstasqqcxq";"CS";"3";-38;"2883";"3_3/CS7"
"24401";181;"direct";"cstasqqcxq";"CS";"4";-42;"2836";"4_3/CS11"
"24402";182;"direct";"cstasqqcxq";"CS";"1";-2;"8244";"1_3/CS8"
"24403";183;"direct";"cstasqqcxq";"CS";"1";-27;"3715";"1_3/CS6"
"24404";184;"direct";"cstasqqcxq";"CS";"2";-46;"4139";"2_3/CS10"
"24405";185;"direct";"cstasqqcxq";"CS";"1";-48;"3484";"1_3/CS12"
"24406";186;"direct";"cstasqqcxq";"CS";"1";-67;"3036";"1_3/CS9"
"24407";187;"direct";"cstasqqcxq";"CS";"2";-54;"3247";"2_3/CS6"
"24408";188;"direct";"cstasqqcxq";"CS";"4";-53;"4754";"4_3/CS12"
"24409";189;"direct";"cstasqqcxq";"CS";"1";-58;"4867";"1_3/CS2"
"24410";190;"direct";"cstasqqcxq";"CS";"4";-51;"2624";"4_3/CS1"
"24411";191;"direct";"cstasqqcxq";"CS";"4";-58;"3208";"4_3/CS10"
"24412";192;"direct";"cstasqqcxq";"CS";"2";-9;"5679";"2_3/CS2"
"24413";193;"direct";"cstasqqcxq";"CS";"1";-55;"2537";"1_3/CS3"
"24414";194;"direct";"cstasqqcxq";"CS";"4";-55;"3715";"4_3/CS2"
"24415";195;"direct";"cstasqqcxq";"CS";"3";-12;"3395";"3_3/CS4"
"24416";196;"direct";"cstasqqcxq";"CS";"1";-55;"2697";"1_3/CS4"
"24417";197;"direct";"cstasqqcxq";"CS";"2";-51;"2829";"2_3/CS7"
"24418";198;"direct";"cstasqqcxq";"CS";"3";-27;"4765";"3_3/CS5"
"24419";199;"direct";"cstasqqcxq";"CS";"2";-42;"4358";"2_3/CS4"
"24420";200;"direct";"cstasqqcxq";"CS";"3";-55;"3365";"3_3/CS10"
"24421";201;"direct";"cstasqqcxq";"CS";"1";-56;"3156";"1_3/CS11"
"24422";202;"direct";"cstasqqcxq";"CS";"3";-33;"5205";"3_3/CS8"
"24423";203;"direct";"cstasqqcxq";"CS";"1";-55;"3032";"1_3/CS10"
"24424";204;"direct";"cstasqqcxq";"CS";"4";-61;"2655";"4_3/CS4"
"24425";205;"direct";"cstasqqcxq";"CS";"2";-4;"5073";"2_3/CS5"
"24426";206;"direct";"cstasqqcxq";"CS";"2";-53;"2992";"2_3/CS9"
"24427";207;"direct";"cstasqqcxq";"CS";"4";-35;"4823";"4_3/CS6"
